id,popularity,original_title,cast,director,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj,profit_percentage
24808,0.194675,Something Wicked This Way Comes,Jason Robards|Jonathan Pryce|Diane Ladd|Royal Dano|Vidal Peterson,Jack Clayton,95,Fantasy|Mystery|Thriller,Walt Disney Pictures|Bryna Productions,4/29/83,16,6.3,1983,41596927.9574047,12382939.1294638,-0.7023112105263172
9664,0.435451,Flyboys,James Franco|Scott Hazell|Mac McDonald|Philip Winchester|Todd Boyce,Tony Bill,140,Action|Adventure|Drama|History|Romance,Ingenious Film Partners|Electric Entertainment|Skydance Productions|Flyboys Films,9/22/06,179,6.1,2006,64900149.4974943,19253711.0175899,-0.7033333333333345
49014,0.359578,Cosmopolis,Robert Pattinson|Sarah Gadon|Juliette Binoche|Paul Giamatti|Samantha Morton,David Cronenberg,109,Drama,France 2 CinÃ©ma|TÃ©lÃ©film Canada|Rai Cinema|Prospero Pictures|Alfama Films,5/25/12,191,4.8,2012,19469757.767721,5758827.63565909,-0.7042167804878047
14112,0.22758,Auto Focus,Greg Kinnear|Willem Dafoe|Rita Wilson|Maria Bello|Ron Leibman,Paul Schrader,104,Drama|Crime,Sony Pictures Classics|Propaganda Films|Good Machine,10/18/02,18,5.9,2002,8485829.75534383,2499763.00289754,-0.7054191428571437
9102,0.460215,Screamers,Peter Weller|Roy Dupuis|Jennifer Rubin|Andrew Lauer|Liliana Komorowska,Christian Duguay,108,Horror|Science Fiction,The Movie Network (TMN)|Allegro Films|Fuji Eight Company Ltd.|Fries Film Group|Super Ecran,9/8/95,63,5.9,1995,28619337.3421393,8273685.86442275,-0.7109057500000001
34376,0.1523,Mannequin Two: On the Move,Kristy Swanson|William Ragsdale|Meshach Taylor|Terry Kiser|Stuart Pankin,Stewart Raffill,95,Fantasy|Comedy|Science Fiction|Romance,Gladden Entertainment,1/7/91,11,4.8,1991,20814206.9450924,6007982.40847272,-0.7113518461538458
157841,0.312975,The Young and Prodigious T.S. Spivet,Kyle Catlett|Helena Bonham Carter|Judy Davis|Callum Keith Rennie|Niamh Wilson,Jean-Pierre Jeunet,105,Adventure|Drama|Family,EpithÃ¨te Films|Cross Creek Pictures|Tapioca Films,10/16/13,157,6.7,2013,30889100.640434,8887439.1812329,-0.7122791212121212
43947,0.788144,I Spit on Your Grave,Sarah Butler|Daniel Franzese|Chad Lindberg|Jeff Branson|Rodney Eastman,Steven R. Monroe,108,Thriller|Crime|Horror,Anchor Bay Films|Cinetel Films|Family of the Year Productions,6/17/10,269,6.2,2010,2000000.0,572809.0,-0.7135955
6072,0.683051,One Eight Seven,"Samuel L. Jackson|John Heard|Kelly Rowan|Clifton Collins, Jr.|Tony Plana",Kevin Reynolds,119,Drama|Thriller,Icon Entertainment International,7/29/97,67,6.4,1997,27169206.4214419,7765067.87207379,-0.7141959999999997
10550,0.455247,Ballistic: Ecks vs. Sever,Antonio Banderas|Lucy Liu|Gregg Henry|Ray Park|Talisa Soto,Wych Kaosayananda,91,Action|Adventure|Thriller,Epsilon Motion Pictures|Franchise Pictures|Dante Entertainment|Chris Lee Productions|SuperMega,9/20/02,35,4.8,2002,84858297.5534383,24153136.0111217,-0.7153709571428579
19143,0.089502,Diggstown,"James Woods|Louis Gossett, Jr.|Bruce Dern|Oliver Platt|Heather Graham",Michael Ritchie,98,Action|Comedy|Drama,Metro-Goldwyn-Mayer (MGM)|Eclectic Films,8/14/92,11,6.3,1992,26418412.3280122,7516251.20864236,-0.7154919411764702
13154,0.449397,Showdown in Little Tokyo,Dolph Lundgren|Brandon Lee|Cary-Hiroyuki Tagawa|Tia Carrere|Philip Tan,Mark L. Lester,79,Action|Thriller,Warner Bros.,8/23/91,39,5.4,1991,12808742.7354415,3643378.02410413,-0.7155553750000002
11258,0.492559,Hard Rain,Morgan Freeman|Christian Slater|Randy Quaid|Minnie Driver|Ed Asner,Mikael Salomon,97,Thriller,Paramount Pictures|Toho-Towa|Mutual Film Company|PolyGram Filmed Entertainment|Marubeni,1/16/98,74,5.4,1998,93638682.8354809,26580767.4439167,-0.7161347571428578
46829,0.328667,Barney's Version,Paul Giamatti|Dustin Hoffman|Rosamund Pike|Minnie Driver|Rachelle Lefevre,Richard J. Lewis,134,Comedy|Drama,Serendipity Point Films,10/26/10,70,6.9,2010,30000000.0,8454301.0,-0.7181899666666667
14510,0.524096,From Beyond,Jeffrey Combs|Barbara Crampton|Ken Foree|Ted Sorel|Carolyn Purdy-Gordon,Stuart Gordon,86,Horror|Science Fiction|Fantasy,Empire Pictures|Taryn Prov,6/5/86,36,5.8,1986,8952328.84887971,2508641.48409718,-0.7197777777777778
507,0.320607,Killing Zoe,Eric Stoltz|Julie Delpy|Jean-Hugues Anglade|Tai Thai|Bruce Ramsay,Roger Avary,96,Action|Crime|Drama|Thriller,Live Entertainment,10/1/93,46,5.8,1993,2264204.94254806,632409.044623252,-0.7206926666666665
22586,0.787327,The Swan Princess,Michelle Nicastro|Howard McGillin|Jack Palance|John Cleese|Steven Wright,Richard Rich,90,Fantasy|Animation|Comedy|Family,NEST Family Entertainment|Rich Animation Studios,11/18/94,134,6.6,1994,51488904.6559357,14375199.0597831,-0.7208097714285729
4012,0.353327,The Believer,Ryan Gosling|Summer Phoenix|Theresa Russell|Billy Zane|Joshua Harto,Henry Bean,98,Drama,Fuller Films|Seven Arts Pictures,1/19/01,78,6.8,2001,1847232.17504076,513438.18305258,-0.7220499999999996
21755,0.499165,The Brothers Bloom,Rachel Weisz|Adrien Brody|Mark Ruffalo|Rinko Kikuchi|Robbie Coltrane,Rian Johnson,114,Adventure|Comedy|Drama|Romance,The Weinstein Company|Summit Entertainment|Endgame Entertainment,9/9/08,110,6.8,2008,20255732.6761833,5601483.85395292,-0.7234617999999996
59678,0.91973,Attack the Block,Nick Frost|Jodie Whittaker|John Boyega|Luke Treadaway|Flaminia Cinque,Joe Cornish,88,Action|Comedy|Science Fiction,UK Film Council|Studio Canal|Film4,5/12/11,427,6.4,2011,13911376.6615482,3843354.97029764,-0.7237257631790761
48572,0.548602,Red State,Michael Parks|John Goodman|Melissa Leo|Michael Angarano|Kyle Gallner,Kevin Smith,88,Horror|Action|Thriller,The Harvey Boys|NVSH Productions,8/19/11,137,5.8,2011,3877592.17036588,1070876.56848603,-0.7238295000000001
13362,0.203044,Taxi to the Dark Side,Brian Keith Allen|Moazzam Begg|Christopher Beiring|Alex Gibney,Alex Gibney,106,Documentary,Jigsaw Productions,4/30/07,21,5.2,2007,1051668.58263154,288852.344574163,-0.7253389999999985
48309,0.336536,Prison,Viggo Mortensen|Chelsea Field|Lane Smith|Lincoln Kilpatrick|Tom Everett,Renny Harlin,102,Crime|Drama|Horror|Thriller,Empire Pictures,3/4/88,11,6.8,1988,2397058.3300174,654035.521454225,-0.727150769230769
10534,0.36509,White Squall,Jeff Bridges|Caroline Goodall|John Savage|Scott Wolf|Jeremy Sisto,Ridley Scott,129,Action|Drama,Hollywood Pictures|Largo Entertainment|Scott Free Productions,2/2/96,41,6.2,1996,52828236.0804896,14319232.4112906,-0.7289473684210527
25330,0.172296,Dutch,Ed O'Neill|Ethan Embry|JoBeth Williams|Christopher McDonald|Ari Meyers,Peter Faiman,107,Comedy,Twentieth Century Fox Film Corporation|Hughes Entertainment,7/19/91,25,6.6,1991,27218578.3128131,7371317.7666548,-0.7291806470588229
209185,0.34162,The Grand Seduction,Brendan Gleeson|Taylor Kitsch|Gordon Pinsent|Liane Balaban|Mark Critch,Don McKellar,112,Comedy,Max Films Productions|Morag Loves Company,5/30/14,63,6.7,2014,11697856.3447975,3159358.88378502,-0.7299198425196841
7299,1.191235,Equilibrium,Christian Bale|Taye Diggs|Emily Watson|Angus Macfadyen|Sean Bean,Kurt Wimmer,107,Action|Science Fiction|Thriller,Dimension Films|Blue Tulip Productions,12/6/02,927,6.9,2002,24245227.8724109,6497290.71701139,-0.7320177499999998
70578,0.780318,Trespass,Nicolas Cage|Nicole Kidman|Liana Liberato|Cam Gigandet|Jordana Spiro,Joel Schumacher,91,Crime|Drama|Thriller,Nu Image Films|Winkler Films|Millennium Films,10/14/11,179,5.3,2011,34898329.533293,9318308.6330712,-0.7329869722222224
8944,0.368391,What Just Happened,Bruce Willis|Robert De Niro|Sean Penn|Robin Wright|Stanley Tucci,Barry Levinson,104,Comedy|Drama,2929 Productions|Linson Entertainment|Art Linson Productions|Tribeca Productions,10/17/08,68,5.1,2008,25319665.8452291,6758752.60336804,-0.7330631199999992
14289,0.530543999999999,Fire Down Below,Steven Seagal|Marg Helgenberger|Stephen Lang|Brad Hunt|Kris Kristofferson,FÃ©lix EnrÃ­quez AlcalÃ¡,105,Action|Adventure|Crime|Thriller,Warner Bros.,9/5/97,34,5.0,1997,81507619.2643258,21735365.1371535,-0.733333333333334
266396,1.225325,The Gunman,Sean Penn|Jasmine Trinca|Javier Bardem|Ray Winstone|Mark Rylance,Pierre Morel,115,Action|Drama|Crime,StudioCanal|Silver Pictures|TF1 Films Production|Canal+|Instituto de la CinematografÃ­a y de las Artes Audiovisuales (ICAA),2/16/15,283,5.6,2015,36799983.8080071,9811564.7629115,-0.7333812749999999
59981,0.354271,Legends of Oz: Dorothy's Return,Lea Michele|Dan Aykroyd|Patrick Stewart|Hugh Dancy|Jim Belushi,Dan St. Pierre,88,Animation|Music|Family,Prana Animation Studios|Summertime Entertainment,6/13/13,36,6.1,2013,65522334.6918297,17468279.7017423,-0.7333996142857147
10909,0.76151,Kalifornia,Brad Pitt|David Duchovny|Juliette Lewis|Michelle Forbes|Kathy Larson,Dominic Sena,117,Thriller|Crime,Propaganda Films|Kouf/Bigelow Productions,9/1/93,96,6.3,1993,13585229.6552883,3615529.24582956,-0.7338632222222207
16379,0.257431,The Mod Squad,Claire Danes|Giovanni Ribisi|Omar Epps|Dennis Farina|Josh Brolin,Scott Silver,92,Action|Mystery|Thriller,Metro-Goldwyn-Mayer (MGM),3/26/99,18,4.5,1999,65452642.3297161,17358106.198483,-0.7347990000000005
9292,0.977243,Hudson Hawk,Bruce Willis|Danny Aiello|Andie MacDowell|James Coburn|Richard E. Grant,Michael Lehmann,100,Action|Adventure|Comedy,TriStar Pictures|Silver Pictures,5/23/91,155,5.6,1991,104071034.725462,27567744.6397813,-0.7351064615384614
300693,0.69957,Truth,Robert Redford|Cate Blanchett|Elisabeth Moss|Topher Grace|Dennis Quaid,James Vanderbilt,121,Drama,Echo Lake Entertainment|RatPac Entertainment|Mythology Entertainment (II),9/12/15,89,6.4,2015,8831996.11392171,2338228.65117939,-0.7352547916666671
9067,0.807589999999999,Tank Girl,Lori Petty|Ice-T|Naomi Watts|Malcolm McDowell|Iggy Pop,Rachel Talalay,98,Action|Fantasy|Comedy|Science Fiction,Metro-Goldwyn-Mayer (MGM),3/31/95,64,5.5,1995,35774171.6776741,9444381.32290597,-0.7359999999999998
9095,0.442104,Mary Reilly,Julia Roberts|John Malkovich|George Cole|Michael Gambon|Glenn Close,Stephen Frears,104,Drama|Horror|Thriller|Romance,TriStar Pictures|NFH Productions,2/23/96,26,5.4,1996,65340186.7311319,17210051.878718,-0.7366084680851068
10362,0.45518,Two Lovers,Joaquin Phoenix|Gwyneth Paltrow|Isabella Rossellini|Vinessa Shaw|Moni Moshonov,James Gray,110,Drama|Romance,2929 Productions,11/19/08,76,6.5,2008,12153439.60571,3188436.65039861,-0.7376515
12663,0.076438,Red Scorpion,Dolph Lundgren|M. Emmet Walsh|Al White|T. P. McKenna|Carmen Argenziano,Joseph Zito,105,Action|History|War,abramoff Production|Scorpion Film Production|Abramoff Production,12/24/88,22,4.6,1988,29502256.3694449,7730402.48084473,-0.7379724999999998
2900,0.378188,The Astronaut's Wife,Johnny Depp|Charlize Theron|Joe Morton|Clea DuVall|Nick Cassavetes,Rand Ravich,109,Drama|Science Fiction|Thriller,New Line Cinema|Mad Chance,8/26/99,132,5.4,1999,98178963.4945741,25655587.4106293,-0.7386854933333333
23367,0.790326,Bandslam,Vanessa Hudgens|Aly Michalka|Gaelan Connell|Lisa Kudrow|Scott Porter,Todd Graff,111,Comedy|Drama|Family|Music,Summit Entertainment|Goldsmith-Thomas Productions|Walden Media,8/6/09,75,5.5,2009,20328008.682499,5296450.46541992,-0.7394505999999993
1738,1.068126,Next,Nicolas Cage|Julianne Moore|Jessica Biel|Thomas Kretschmann|Tory Kittles,Lee Tamahori,96,Action|Science Fiction|Thriller,Paramount Pictures|Virtual Studios|Revolution Studios|Saturn Films|Broken Road Productions,4/24/07,499,5.9,2007,73616800.7842082,19151950.2299946,-0.7398426714285722
50321,0.921653,Mars Needs Moms,Seth Green|Joan Cusack|Dan Fogler|Breckin Meyer|Elisabeth Harnois,Simon Wells,88,Adventure|Animation|Family,Walt Disney Animation Studios,3/9/11,129,5.5,2011,145409706.38872,37799503.2804429,-0.740048279999999
13191,0.374034,"War, Inc.",John Cusack|Hilary Duff|Marisa Tomei|Joan Cusack|Dan Aykroyd,Joshua Seftel,106,Action|Adventure|Comedy|Thriller,,4/28/08,41,5.5,2008,5063933.16904583,1312757.8301573,-0.7407632000000001
228967,3.989231,The Interview,James Franco|Seth Rogen|Lizzy Caplan|Randall Park|Diana Bang,Evan Goldberg|Seth Rogen,112,Action|Comedy,Columbia TriStar,12/25/14,1657,6.1,2014,40528006.2339442,10413095.5199052,-0.7430642045454552
15268,0.426205,Street Fighter: The Legend of Chun-Li,Kristin Kreuk|Chris Klein|Neal McDonough|Michael Clarke Duncan|Moon Bloodgood,Andrzej Bartkowiak,97,Action|Adventure|Science Fiction|Thriller,Twentieth Century Fox Film Corporation|Hyde Park Films,2/27/09,71,4.1,2009,50820021.7062476,12973539.4376581,-0.7447159800000008
13888,0.483931,Return to the Blue Lagoon,Milla Jovovich|Brian Krause|Lisa Pelikan|Courtney Barilla|Garette Ratliff Henson,William A. Graham,98,Drama|Adventure|Romance,Columbia Pictures Corporation,8/2/91,78,5.0,1991,17612021.261232,4495634.94058504,-0.7447405454545448
13256,0.32288,Mutant Chronicles,Ron Perlman|Thomas Jane|Devon Aoki|Sean Pertwee|Benno FÃ¼rmann,Simon Hunter,111,Action|Adventure|Horror|Science Fiction,Isle of Man Film|Edward R. Pressman Film|Paradox Entertainment|First Foot Films,8/7/08,61,5.1,2008,8102293.07047334,2059162.33632861,-0.7458543750000007
201088,2.550747,Blackhat,Chris Hemsworth|Leehom Wang|Tang Wei|Viola Davis|Holt McCallany,Michael Mann,133,Mystery|Crime|Action|Thriller|Drama,Universal Pictures|Forward Pass|Legendary Pictures,1/13/15,584,5.0,2015,64399971.6640124,16332697.613613,-0.7463865714285719
44877,0.318587,4.3.2.1,Emma Roberts|Noel Clarke|Ophelia Lovibond|Tamsin Egerton|Shanika Warren-Markland,Noel Clarke|Mark Davis,117,Action|Thriller|Crime|Romance,Unstoppable Entertainment|Atlantic Swiss Productions|Veneration Music|Retro-juice Productions,6/2/10,37,5.9,2010,4600000.0,1163967.0,-0.7469636956521739
49081,0.141936999999999,Maurice Richard,Roy Dupuis|Michel Barrette|RÃ©my Girard|Tony Calabretta|Sean Avery,Charles BinamÃ©,124,Drama,,10/25/05,10,5.5,2005,8932506.31723595,2254351.33088203,-0.747623875
10317,0.795762,Our Brand Is Crisis,Sandra Bullock|Anthony Mackie|Billy Bob Thornton|Zoe Kazan|Scoot McNairy,David Gordon Green,108,Drama|Comedy,Participant Media|Smokehouse Pictures,9/11/15,122,5.7,2015,25759988.6656049,6442077.28548599,-0.7499192499999994
10427,0.374068,Red Rock West,Nicolas Cage|Dennis Hopper|Lara Flynn Boyle|J. T. Walsh|Timothy Carhart,John Dahl,98,Crime|Drama|Thriller,Propaganda Films|PolyGram Filmed Entertainment,6/16/93,27,6.1,1993,12075759.6935896,3018939.92339741,-0.7499999999999991
232,0.311401,Rumble Fish,Matt Dillon|Mickey Rourke|Diane Lane|Dennis Hopper|Diana Scarwid,Francis Ford Coppola,94,Action|Adventure|Crime|Drama|Romance,Universal Pictures,10/21/83,60,6.3,1983,21893119.9775814,5461194.99216773,-0.7505519999999998
10972,0.530702999999999,Session 9,Peter Mullan|David Caruso|Stephen Gevedon|Josh Lucas|Brendan Sexton III,Brad Anderson,100,Horror|Mystery,October Films|USA Films|Scout Productions,8/10/01,94,6.0,2001,1847232.17504076,460535.916535646,-0.7506886666666663
9457,0.383321,Deep Rising,Treat Williams|Famke Janssen|Anthony Heald|Kevin J. O'Connor|Una Damon,Stephen Sommers,106,Adventure|Action|Horror|Science Fiction,Hollywood Pictures|Cinergi Pictures Entertainment|Calimari Productions,1/30/98,61,5.8,1998,60196296.1085234,14986237.1201663,-0.7510438666666678
638,0.776305,Lost Highway,Bill Pullman|Patricia Arquette|John Roselius|Louis Eppolito|Robert Blake,David Lynch,134,Drama|Thriller|Mystery,Ciby 2000|October Films|Asymmetrical Productions|Lost Highway Productions,1/15/97,263,7.3,1997,20376904.8160814,4992614.73046449,-0.7549865999999994
14325,0.450911,The Express,Rob Brown|Dennis Quaid|Darrin Henson|Charles S. Dutton|Aunjanue Ellis,Gary Fleder,130,Drama,Davis Entertainment|Relativity Media|IDEA Filmproduktions,10/10/08,39,7.1,2008,40511465.3523667,9918721.84706354,-0.7551626000000001
9562,1.047214,Timeline,Paul Walker|Frances O'Connor|Gerard Butler|Billy Connolly|David Thewlis,Richard Donner,116,Action|Adventure|Science Fiction,Paramount Pictures|Donners' Company|Mutual Film Company|Cobalt Media Group|Artists Production Group (APG),11/26/03,176,5.1,2003,94828211.5826022,23091545.4959681,-0.7564907625000002
18923,0.369726,A Home at the End of the World,Colin Farrell|Dallas Roberts|Robin Wright|Sissy Spacek|Ryan Donowho,Michael Mayer,96,Romance|Drama,Killer Films|Hart-Sharp Entertainment,7/23/04,20,6.4,2004,7503895.09877896,1788183.97426602,-0.7616992307692315
80920,0.5641,Repentance,Forest Whitaker|Anthony Mackie|Sanaa Lathan|Nicole Ari Parker|Mike Epps,Philippe Caland,90,Horror|Thriller,,1/20/13,18,4.8,2013,4680166.76370212,1113516.50882024,-0.7620776000000002
10366,0.418611,Universal Soldier: The Return,Jean-Claude Van Damme|Kiana Tom|Bill Goldberg|Michael Jai White|Heidi Schanz,Mic Rodgers,82,Action|Science Fiction,TriStar Pictures|Baumgarten-Prophet Entertainment,8/5/99,74,4.5,1999,58907378.0967445,13964835.6988136,-0.7629357111111118
24348,0.168545,Powaqqatsi,,Godfrey Reggio,99,Documentary|Drama|Music,,4/29/88,18,7.2,1988,4609727.55772577,1086501.72200982,-0.7643024000000013
10185,0.326352,The Midnight Meat Train,Bradley Cooper|Vinnie Jones|Brooke Shields|Leslie Bibb|Roger Bart,RyÃ»hei Kitamura,98,Mystery|Drama|Crime|Thriller|Horror,Lions Gate Films|Lakeshore Entertainment|GreeneStreet Films|Midnight Picture Show,8/7/08,130,5.7,2008,15191799.5071375,3578405.07981366,-0.7644515333333334
246860,0.635214,Clouds of Sils Maria,Juliette Binoche|Kristen Stewart|ChloÃ« Grace Moretz|Lars Eidinger|Brady Corbet,Olivier Assayas,124,Drama,Pallas Film|CAB Productions|C.G. Cinema,8/20/14,173,6.8,2014,6079200.93509163,1431375.49289884,-0.7645454545454556
28089,0.471747,The Messenger,Ben Foster|Woody Harrelson|Jena Malone|Eamonn Walker|Samantha Morton,Oren Moverman,113,Drama|History,Oscilloscope Laboratories,11/13/09,61,6.9,2009,6606602.82181219,1546210.34081736,-0.7659598461538459
139567,0.409718,Fire with Fire,Bruce Willis|Josh Duhamel|Rosario Dawson|Vincent D'Onofrio|50 Cent,David Barrett,97,Action|Crime|Drama|Thriller,Industry Entertainment|Grindstone Entertainment Group|Cheetah Vision|Mandalay Vision|Paradox Entertainment,8/31/12,144,5.7,2012,18994885.6270449,4403174.99513256,-0.7681915499999998
292431,0.699932,Love,Karl Glusman|Aomi Muyock|Klara Kristin|Juan Saavedra|Gaspar NoÃ©,Gaspar NoÃ©,134,Drama|Romance,Wild Bunch|Les CinÃ©mas de la Zone|Rectangle Productions|Scope Pictures|RT Features,7/6/15,307,4.7,2015,2759998.78560053,639647.198555232,-0.7682436666666665
43935,0.283241,Dylan Dog: Dead of Night,Brandon Routh|Peter Stormare|Sam Huntington|Taye Diggs|Anita Briem,Kevin Munroe,107,Action|Comedy|Horror|Mystery|Science Fiction,Hyde Park Films|platinum studios|Long Distance Films,10/26/10,69,4.9,2010,20000000.0,4634062.0,-0.7682969
24264,0.539505,Sheena,Tanya Roberts|Ted Wass|Donovan Scott|Elizabeth of Toro|France Zobda,John Guillermin,117,Adventure|Fantasy|Action|Comedy|Science Fiction,Columbia Pictures Corporation|Delphi II Productions|Colgems Productions Ltd.,8/17/84,10,4.8,1984,52476050.9798538,12129005.8643036,-0.768865880000001
