id,popularity,original_title,genres,release_year
268920,1.178831,Hot Pursuit,Crime,2015
268920,1.178831,Hot Pursuit,Comedy,2015
280092,1.164724,Insidious: Chapter 3,Drama,2015
280092,1.164724,Insidious: Chapter 3,Horror,2015
280092,1.164724,Insidious: Chapter 3,Thriller,2015
193687,1.161812,Z for Zachariah,Drama,2015
193687,1.161812,Z for Zachariah,Science Fiction,2015
193687,1.161812,Z for Zachariah,Thriller,2015
300803,1.144808,Dragonheart 3: The Sorcerer's Curse,Action,2015
300803,1.144808,Dragonheart 3: The Sorcerer's Curse,Adventure,2015
300803,1.144808,Dragonheart 3: The Sorcerer's Curse,Fantasy,2015
328589,1.142518,The Lady in the Van,Comedy,2015
328589,1.142518,The Lady in the Van,Drama,2015
228066,1.138395,Victor Frankenstein,Drama,2015
228066,1.138395,Victor Frankenstein,Science Fiction,2015
228066,1.138395,Victor Frankenstein,Thriller,2015
378373,1.128081,Brothers of the Wind,Adventure,2015
378373,1.128081,Brothers of the Wind,Drama,2015
378373,1.128081,Brothers of the Wind,Family,2015
291270,1.125239,Anomalisa,Animation,2015
291270,1.125239,Anomalisa,Comedy,2015
291270,1.125239,Anomalisa,Drama,2015
291270,1.125239,Anomalisa,Romance,2015
294963,1.073349,Bone Tomahawk,Horror,2015
294963,1.073349,Bone Tomahawk,Western,2015
294963,1.073349,Bone Tomahawk,Adventure,2015
294963,1.073349,Bone Tomahawk,Drama,2015
241257,1.065888,Regression,Horror,2015
241257,1.065888,Regression,Mystery,2015
241257,1.065888,Regression,Thriller,2015
245698,1.063055,Pawn Sacrifice,Drama,2015
353326,1.046518,The Man Who Knew Infinity,Drama,2015
346808,1.041922,Momentum,Thriller,2015
346808,1.041922,Momentum,Action,2015
250124,1.03839,The Diary of a Teenage Girl,Drama,2015
250124,1.03839,The Diary of a Teenage Girl,Romance,2015
290637,1.036825,Pay the Ghost,Horror,2015
290637,1.036825,Pay the Ghost,Thriller,2015
244458,1.02762,The Voices,Horror,2015
244458,1.02762,The Voices,Thriller,2015
244458,1.02762,The Voices,Comedy,2015
244458,1.02762,The Voices,Crime,2015
308504,1.021441,Last Knights,Action,2015
308504,1.021441,Last Knights,Adventure,2015
314405,1.008474,Il racconto dei racconti,Romance,2015
314405,1.008474,Il racconto dei racconti,Fantasy,2015
314405,1.008474,Il racconto dei racconti,Horror,2015
282984,1.007054,Irrational Man,Mystery,2015
282984,1.007054,Irrational Man,Drama,2015
157843,0.973316,Queen of the Desert,Drama,2015
157843,0.973316,Queen of the Desert,History,2015
275601,0.956096,Ricki and the Flash,Comedy,2015
275601,0.956096,Ricki and the Flash,Drama,2015
275601,0.956096,Ricki and the Flash,Music,2015
290762,0.953647,Miss You Already,Comedy,2015
290762,0.953647,Miss You Already,Drama,2015
290762,0.953647,Miss You Already,Romance,2015
251516,0.953046,Kung Fury,Action,2015
251516,0.953046,Kung Fury,Comedy,2015
251516,0.953046,Kung Fury,Science Fiction,2015
251516,0.953046,Kung Fury,Fantasy,2015
304372,0.950793,The Perfect Guy,Drama,2015
304372,0.950793,The Perfect Guy,Thriller,2015
324807,0.938432,A Bigger Splash,Crime,2015
324807,0.938432,A Bigger Splash,Drama,2015
324807,0.938432,A Bigger Splash,Mystery,2015
324807,0.938432,A Bigger Splash,Thriller,2015
252512,0.93762,While We're Young,Drama,2015
252512,0.93762,While We're Young,Comedy,2015
257091,0.927339,Get Hard,Comedy,2015
228968,0.91704,Kidnapping Mr. Heineken,Drama,2015
228968,0.91704,Kidnapping Mr. Heineken,Action,2015
228968,0.91704,Kidnapping Mr. Heineken,Crime,2015
228968,0.91704,Kidnapping Mr. Heineken,Thriller,2015
347969,0.913085,The Ridiculous 6,Comedy,2015
347969,0.913085,The Ridiculous 6,Western,2015
237756,0.90686,Kill Me Three Times,Comedy,2015
237756,0.90686,Kill Me Three Times,Thriller,2015
293646,0.906036,The 33,History,2015
293646,0.906036,The 33,Drama,2015
245168,0.898295999999999,Suffragette,Drama,2015
245168,0.898295999999999,Suffragette,History,2015
311291,0.894477,45 Years,Drama,2015
301351,0.880937999999999,We Are Your Friends,Drama,2015
301351,0.880937999999999,We Are Your Friends,Music,2015
301351,0.880937999999999,We Are Your Friends,Romance,2015
248574,0.880268,Barely Lethal,Adventure,2015
248574,0.880268,Barely Lethal,Action,2015
248574,0.880268,Barely Lethal,Comedy,2015
225728,0.874641,Macbeth,History,2015
225728,0.874641,Macbeth,Drama,2015
225728,0.874641,Macbeth,War,2015
326425,0.872149,Extraction,Action,2015
326425,0.872149,Extraction,Thriller,2015
342474,0.861179,Jenny's Wedding,Comedy,2015
342474,0.861179,Jenny's Wedding,Drama,2015
277217,0.848748,Descendants,Music,2015
277217,0.848748,Descendants,Action,2015
277217,0.848748,Descendants,Adventure,2015
277217,0.848748,Descendants,Comedy,2015
277217,0.848748,Descendants,Family,2015
207936,0.843174,Tumbledown,Music,2015
207936,0.843174,Tumbledown,Romance,2015
207936,0.843174,Tumbledown,Comedy,2015
250734,0.842202,Far from the Madding Crowd,Romance,2015
250734,0.842202,Far from the Madding Crowd,Drama,2015
249688,0.836940999999999,The End of the Tour,Drama,2015
268238,0.832487,The Second Best Exotic Marigold Hotel,Drama,2015
268238,0.832487,The Second Best Exotic Marigold Hotel,Comedy,2015
256962,0.829111,Little Boy,Comedy,2015
256962,0.829111,Little Boy,Drama,2015
256962,0.829111,Little Boy,War,2015
322456,0.821443,LEGO DC Comics Super Heroes: Justice League vs. Bizarro League,Action,2015
322456,0.821443,LEGO DC Comics Super Heroes: Justice League vs. Bizarro League,Adventure,2015
322456,0.821443,LEGO DC Comics Super Heroes: Justice League vs. Bizarro League,Animation,2015
322456,0.821443,LEGO DC Comics Super Heroes: Justice League vs. Bizarro League,Family,2015
302528,0.820691,Remember,Drama,2015
302528,0.820691,Remember,Thriller,2015
222936,0.814206,Aloha,Adventure,2015
222936,0.814206,Aloha,Comedy,2015
222936,0.814206,Aloha,Romance,2015
316002,0.813893,Accidental Love,Romance,2015
316002,0.813893,Accidental Love,Comedy,2015
365806,0.810667,Halo: The Fall of Reach,Action,2015
365806,0.810667,Halo: The Fall of Reach,Animation,2015
365806,0.810667,Halo: The Fall of Reach,Science Fiction,2015
10317,0.795762,Our Brand Is Crisis,Drama,2015
10317,0.795762,Our Brand Is Crisis,Comedy,2015
334538,0.792471,Into the Forest,Drama,2015
334538,0.792471,Into the Forest,Science Fiction,2015
306947,0.787968999999999,The Invitation,Thriller,2015
328901,0.781809,The Benefactor,Drama,2015
382517,0.773909,Open Season: Scared Silly,Animation,2015
382517,0.773909,Open Season: Scared Silly,Comedy,2015
382517,0.773909,Open Season: Scared Silly,Family,2015
382517,0.773909,Open Season: Scared Silly,Adventure,2015
310133,0.77107,Cop Car,Thriller,2015
237584,0.768138,Mojave,Thriller,2015
288036,0.758133,Sleeping with Other People,Comedy,2015
354110,0.747541,Forsaken,Western,2015
354110,0.747541,Forsaken,Drama,2015
331781,0.738404,Amy,Documentary,2015
331781,0.738404,Amy,Music,2015
253161,0.7299,Madame Bovary,Drama,2015
312831,0.719407,The Hallow,Fantasy,2015
312831,0.719407,The Hallow,Horror,2015
316322,0.714131,Barbie in Princess Power,Family,2015
316322,0.714131,Barbie in Princess Power,Animation,2015
301846,0.707355,Howl,Horror,2015
306745,0.706023,Freeheld,Romance,2015
306745,0.706023,Freeheld,Drama,2015
332340,0.701369999999999,Man Up,Romance,2015
332340,0.701369999999999,Man Up,Comedy,2015
292431,0.699932,Love,Drama,2015
292431,0.699932,Love,Romance,2015
300693,0.69957,Truth,Drama,2015
333381,0.696184,Return to Sender,Thriller,2015
256924,0.690479,Danny Collins,Comedy,2015
256924,0.690479,Danny Collins,Drama,2015
256924,0.690479,Danny Collins,Music,2015
253414,0.689578999999999,Rock the Kasbah,Comedy,2015
253414,0.689578999999999,Rock the Kasbah,Music,2015
253414,0.689578999999999,Rock the Kasbah,War,2015
254172,0.689571,Fathers and Daughters,Drama,2015
320588,0.673792,"Hello, My Name Is Doris",Comedy,2015
320588,0.673792,"Hello, My Name Is Doris",Drama,2015
320588,0.673792,"Hello, My Name Is Doris",Romance,2015
157544,0.669351,The Vatican Tapes,Thriller,2015
157544,0.669351,The Vatican Tapes,Horror,2015
283235,0.661471,99 Homes,Drama,2015
243938,0.661163,Hot Tub Time Machine 2,Comedy,2015
86835,0.654335,Knight of Cups,Romance,2015
86835,0.654335,Knight of Cups,Drama,2015
254905,0.654046,Manglehorn,Drama,2015
309242,0.649628,Mississippi Grind,Drama,2015
332502,0.644786,400 Days,Mystery,2015
332502,0.644786,400 Days,Science Fiction,2015
332502,0.644786,400 Days,Thriller,2015
286192,0.640151,Lava,Animation,2015
286192,0.640151,Lava,Comedy,2015
286192,0.640151,Lava,Family,2015
286192,0.640151,Lava,Fantasy,2015
286192,0.640151,Lava,Music,2015
284674,0.638556999999999,Air,Thriller,2015
284674,0.638556999999999,Air,Science Fiction,2015
360055,0.633608,Riot,Action,2015
352179,0.629560999999999,Septembers of Shiraz,Drama,2015
352179,0.629560999999999,Septembers of Shiraz,Thriller,2015
246127,0.607124,Every Thing Will Be Fine,Drama,2015
338676,0.606113,Extinction,Drama,2015
338676,0.606113,Extinction,Horror,2015
338676,0.606113,Extinction,Science Fiction,2015
330982,0.604928,The Childhood of a Leader,Mystery,2015
330982,0.604928,The Childhood of a Leader,Drama,2015
330982,0.604928,The Childhood of a Leader,Horror,2015
232572,0.602165,A Walk in the Woods,Drama,2015
232572,0.602165,A Walk in the Woods,Adventure,2015
232572,0.602165,A Walk in the Woods,Comedy,2015
112454,0.599751,Clown,Horror,2015
243940,0.599655,The Lazarus Effect,Thriller,2015
243940,0.599655,The Lazarus Effect,Horror,2015
321528,0.589472,Batman vs. Robin,Action,2015
321528,0.589472,Batman vs. Robin,Adventure,2015
321528,0.589472,Batman vs. Robin,Animation,2015
317744,0.586735,Careful What You Wish For,Thriller,2015
300792,0.584363,Racing Extinction,Adventure,2015
300792,0.584363,Racing Extinction,Documentary,2015
239573,0.577814,Unfinished Business,Comedy,2015
167810,0.570743999999999,Lost River,Fantasy,2015
167810,0.570743999999999,Lost River,Thriller,2015
319075,0.569443,Cobain: Montage of Heck,Music,2015
319075,0.569443,Cobain: Montage of Heck,Documentary,2015
316042,0.561032,Hyena Road,War,2015
316042,0.561032,Hyena Road,Drama,2015
334527,0.560743999999999,Criminal Activities,Thriller,2015
334527,0.560743999999999,Criminal Activities,Crime,2015
334527,0.560743999999999,Criminal Activities,Drama,2015
300153,0.560423,Life,Drama,2015
228203,0.553238,"McFarland, USA",Drama,2015
332704,0.548586999999999,Backtrack,Horror,2015
332704,0.548586999999999,Backtrack,Mystery,2015
278236,0.547827,X+Y,Drama,2015
