id,popularity,original_title,cast,director,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj,profit_percentage
2292,1.297355,Clerks,Brian O'Halloran|Jeff Anderson|Jason Mewes|Kevin Smith|Lisa Spoonhauer,Kevin Smith,92,Comedy,Miramax Films|View Askew Productions,9/13/94,383,7.2,1994,39720.0121631503,4635663.77509881,115.70851851851859
8193,0.577759,Napoleon Dynamite,Jon Heder|Aaron Ruell|Jon Gries|Efren Ramirez|Shondrella Avery,Jared Hess,95,Comedy,Access Films|Napoleon Pictures Limited|Carnival Films,6/11/04,290,6.6,2004,461778.159924859,53240824.9297404,114.2952425
9687,0.733587,Keeping Mum,Rowan Atkinson|Kristin Scott Thomas|Maggie Smith|Patrick Swayze|Tamsin Egerton,Niall Johnson,103,Comedy,Summit Entertainment,12/2/05,73,6.5,2005,188699.195951609,20728664.7365753,108.85030769230764
12262,0.137351,The Hills Have Eyes,Martin Speer|Russ Grieve|John Steadman|James Whitworth|Virginia Vincent,Wes Craven,89,Horror,Blood Relations Co.,7/22/77,57,6.0,1977,827489.63749118,89944525.8142588,107.69565217391317
4488,1.24642,Friday the 13th,Betsy Palmer|Adrienne King|Harry Crosby|Laurie Bartram|Jeannine Taylor,Sean S. Cunningham,95,Horror,Paramount Pictures|Georgetown Productions Inc.|Sean S. Cunningham Films,5/9/80,282,6.4,1980,1455320.21410671,158112870.402147,107.64472909090887
1366,2.389663,Rocky,Sylvester Stallone|Talia Shire|Burt Young|Carl Weathers|Burgess Meredith,John G. Avildsen,119,Drama,United Artists,11/21/76,963,7.2,1976,4214867.83132405,449209681.628042,105.57740636363636
9461,0.993066,Enter the Dragon,Bruce Lee|Jim Kelly|John Saxon|Ahna Capri|Sek Kin,Robert Clouse,99,Crime|Thriller|Action,Golden Harvest Company|Concord Productions Inc.|Warner Bros.|Sequoia Productions,8/17/73,279,7.0,1973,4174485.64197941,442004362.091937,104.88235294117635
18925,0.206454,Facing the Giants,James Blackwell|Alex Kendrick|Shannen Fields|Chris WIllis|Tracy Goode,Alex Kendrick,111,Drama,Destination Films,9/29/06,41,6.8,2006,108166.915829157,11009586.725583,100.78331000000004
76487,0.491648,The Devil Inside,Fernanda Andrade|Simon Quarterman|Evan Helmuth|Ionut Grama|Suzan Crowley,William Brent Bell,83,Thriller|Horror,Room 101|Prototype,1/6/12,162,4.5,2012,949744.281352245,96644543.9565396,100.75848999999998
42296,0.346071,Catfish,Megan Faccio|Melody C. Roscher|Ariel Schulman|Angela Wesselman-Pierce|Nev Schulman,Henry Joost|Ariel Schulman,87,Documentary,Hit the Ground Running Films,9/17/10,125,6.4,2010,30000.0,3045943.0,100.53143333333334
36685,1.40994699999999,The Rocky Horror Picture Show,Tim Curry|Susan Sarandon|Barry Bostwick|Richard O'Brien|Patricia Quinn,Jim Sharman,100,Comedy|Horror|Music|Science Fiction,20th Century Fox,8/14/75,332,7.1,1975,4862185.40647464,457419488.2874,93.07693250000005
193612,0.667732,The Quiet Ones,Jared Harris|Sam Claflin|Olivia Cooke|Erin Richards|Rory Fleck-Byrne,John Pogue,98,Horror,Hammer Film Productions|Exclusive Media Group|Travelling Picture Show Company,4/1/14,147,5.1,2014,184218.210154291,16427536.3853992,88.17433500000028
176,1.309753,Saw,Cary Elwes|Danny Glover|Monica Potter|Michael Emerson|Ken Leung,James Wan,103,Horror|Mystery|Crime,Twisted Pictures|Evolution Entertainment|Saw Productions Inc.,10/1/04,1135,7.1,2004,1385334.47977457,119960348.263852,85.59305750000006
923,1.210531,Dawn of the Dead,David Emge|Ken Foree|Scott H. Reiniger|Gaylen Ross|David Crawford,George A. Romero,127,Horror,Laurel Group|Dawn Associates,9/2/78,306,7.2,1978,2172755.45169413,183848538.220272,83.61538461538437
764,1.021218,The Evil Dead,Bruce Campbell|Ellen Sandweiss|Richard DeManincor|Betsy Baker|Theresa Tilly,Sam Raimi,85,Horror,Renaissance Pictures,10/15/81,426,7.2,1981,839366.781699885,70506809.6627903,82.99999999999996
150,1.161942,48 Hrs.,Nick Nolte|Eddie Murphy|Annette O'Toole|Frank McRae|James Remar,Walter Hill,96,Thriller|Action|Comedy|Crime|Drama,Paramount Pictures,12/7/82,171,6.1,1982,2259642.40255122,178214624.90275,77.86850799999995
601,2.900556,E.T. the Extra-Terrestrial,Henry Thomas|Drew Barrymore|Robert MacNaughton|Dee Wallace|Peter Coyote,Steven Spielberg,115,Science Fiction|Adventure|Family|Fantasy,Universal Pictures|Amblin Entertainment,4/3/82,1830,7.2,1982,23726245.2267878,1791694309.24878,74.51529085714293
8346,1.271588,My Big Fat Greek Wedding,Nia Vardalos|John Corbett|Lainie Kazan|Michael Constantine|Andrea Martin,Joel Zwick,95,Comedy|Drama|Romance,MPH Entertainment|Playtone Productions|Gold Circle Films,2/22/02,395,6.1,2002,6061306.96810273,447014168.668716,72.7488088
9427,1.412516,The Full Monty,Robert Carlyle|Mark Addy|William Snape|Steve Huison|Tom Wilkinson,Peter Cattaneo,91,Comedy,Channel Four Films|Twentieth Century Fox Film Corporation|Redwave Films,8/13/97,163,6.4,1997,4754611.12375233,350279159.520599,72.67146342857149
11,12.037933,Star Wars,Mark Hamill|Harrison Ford|Carrie Fisher|Peter Cushing|Alec Guinness,George Lucas,121,Adventure|Action|Science Fiction,Lucasfilm|Twentieth Century Fox Film Corporation,3/20/77,4428,7.9,1977,39575591.3582738,2789712242.27745,69.49072790909096
11009,0.602862,Saturday Night Fever,John Travolta|Karen Lynn Gorney|Barry Miller|Joseph Cali|Paul Pape,John Badham,118,Drama|Music,Paramount Pictures|Robert Stigwood Organization (RSO),12/16/77,192,6.3,1977,12592233.6139962,853081315.967563,66.74662400000011
578,2.563191,Jaws,Roy Scheider|Robert Shaw|Richard Dreyfuss|Lorraine Gary|Murray Hamilton,Steven Spielberg,124,Horror|Thriller|Adventure,Universal Pictures|Zanuck/Brown Productions,6/18/75,1415,7.3,1975,28362748.2044354,1907005841.91576,66.23628571428563
14438,0.280555,Fireproof,Kirk Cameron|Erin Bethea|Ken Bevel|Stephen Dervan|Eric Young,Alex Kendrick,122,Drama,Carmel Entertainment|Provident Films|Samuel Goldwyn Films|Affirm Films|Sherwood Pictures,9/26/08,54,7.5,2008,506393.316904583,33884110.6740824,65.91263400000004
9671,0.680643,Crocodile Dundee,Paul Hogan|Linda Kozlowski|Mark Blum|David Gulpilil|Michael Lombard,Peter Faiman,97,Adventure|Comedy,Paramount Pictures|Rimfire Films,9/26/86,248,6.2,1986,9947032.05431079,652930158.903837,64.64070120000002
49018,1.396973,Insidious,Patrick Wilson|Rose Byrne|Barbara Hershey|Leigh Whannell|Angus Sampson,James Wan,103,Horror|Thriller,Alliance Films|IM Global|Stage 6 Films|Haunted Movies,9/13/10,999,6.7,2010,1500000.0,97009150.0,63.67276666666667
277685,1.191138,Unfriended,Shelley Hennig|Moses Jacob Storm|Renee Olstead|William Peltz|Jacob Wysocki,Levan Gabriadze,82,Horror|Thriller,Bazelevs Production|Blumhouse Productions,4/17/15,643,5.6,2015,919999.595200178,57851497.3453411,61.882089999999934
9062,0.396028,Love Story,Ali MacGraw|Ryan O'Neal|John Marley|Ray Milland|Russell Nype,Arthur Hiller,99,Drama|Romance,Paramount Pictures,12/16/70,56,6.6,1970,12356010.3565832,766072642.10816,61.00000000000013
11319,1.719385,The Rescuers,Bob Newhart|Eva Gabor|Geraldine Page|Joe Flynn|Jeanette Nolan,John Lounsbery|Wolfgang Reitherman|Art Stevens,78,Fantasy|Family|Animation|Adventure,Walt Disney Productions,6/22/77,332,6.6,1977,4317337.23908442,256219102.706214,58.346557499999825
41436,0.875432,Paranormal Activity 2,Katie Featherston|David Bierend|Brian Boland|Molly Ephraim|Seth Ginsberg,Tod Williams,91,Horror|Thriller,Paramount Pictures|Blumhouse Productions|Solana Films,10/20/10,421,5.7,2010,3000000.0,177512032.0,58.17067733333333
11951,0.275523,Vanishing Point,Barry Newman|Cleavon Little|Dean Jagger|Victoria Medlin|Gilda Texter,Richard C. Sarafian,99,Action|Thriller|Drama,Twentieth Century Fox Film Corporation|Cupid Productions,1/15/71,48,7.1,1971,7000753.38876852,389168143.556371,54.5894661538461
9552,2.010733,The Exorcist,Linda Blair|Max von Sydow|Ellen Burstyn|Jason Miller|Lee J. Cobb,William Friedkin,122,Drama|Horror|Thriller,Warner Bros.|Hoya Productions,12/26/73,1113,7.2,1973,39289276.6303944,2167324901.19974,54.163268124999924
646,3.170651,Dr. No,Sean Connery|Ursula Andress|Joseph Wiseman|Jack Lord|Bernard Lee,Terence Young,110,Adventure|Action|Thriller,Eon Productions|Metro-Goldwyn-Mayer (MGM),10/4/62,560,6.7,1962,7929293.766638,429623553.174204,53.18181818181814
12230,2.631987,One Hundred and One Dalmatians,Rod Taylor|J. Pat O'Malley|Betty Lou Gerson|Martha Wentworth|Ben Wright,Clyde Geronimi|Hamilton Luske|Wolfgang Reitherman,79,Adventure|Animation|Comedy|Family,Walt Disney Productions,1/25/61,913,6.6,1961,29179444.8318826,1574814739.70476,52.97000349999997
473,1.011829,Pi,Sean Gullette|Mark Margolis|Ben Shenkman|Pamela Hart|Stephen Pearlman,Darren Aronofsky,84,Mystery|Drama|Thriller,Truth and Soul Pictures Inc|Protozoa Pictures|Harvest Filmworks|Plantain Films,7/10/98,286,6.9,1998,80261.7281446979,4308920.4356125,52.685866666666676
8469,1.15793,Animal House,John Belushi|Tim Matheson|John Vernon|Verna Bloom|Tom Hulce,John Landis,109,Comedy,Universal Pictures|Oregon Film Factory|Stage III Productions,7/27/78,230,6.7,1978,9025291.87626792,471320797.98288,51.2222222222222
2108,2.834739,The Breakfast Club,Emilio Estevez|Anthony Michael Hall|Judd Nelson|Molly Ringwald|Paul Gleason,John Hughes,97,Comedy|Drama,Universal Pictures|Channel Productions|A&M Films,2/15/85,1139,7.6,1985,2027166.05226642,104450077.488422,50.52517099999989
9325,2.550704,The Jungle Book,Phil Harris|Sebastian Cabot|Louis Prima|George Sanders|Sterling Holloway,Wolfgang Reitherman,78,Family|Animation|Adventure,Walt Disney Pictures,10/18/67,928,7.0,1967,26147054.9591484,1345551058.9884,50.46090299999982
1642,1.13661,The Net,Sandra Bullock|Jeremy Northam|Dennis Miller|Wendy Gazelle|Ken Howard,Irwin Winkler,114,Crime|Drama|Mystery|Thriller|Action,Columbia Pictures,7/28/95,201,5.6,1995,31481271.0763532,1583049536.35242,49.2854389999999
2255,1.212565,Chasing Amy,Ben Affleck|Joey Lauren Adams|Jason Lee|Dwight Ewell|Kevin Smith,Kevin Smith,113,Comedy|Drama|Romance,Miramax Films|View Askew Productions,4/4/97,227,6.7,1997,339615.080268024,16330421.020815,47.085088000000006
1781,0.251388,An Inconvenient Truth,Al Gore|Billy West|Ronald Reagan|George W. Bush|George H. W. Bush,Davis Guggenheim,100,Documentary,Lawrence Bender Productions|Participant Media,1/24/06,130,6.5,2006,1081669.15829157,50019626.8868772,45.24300000000012
11072,0.577802,Blazing Saddles,Cleavon Little|Gene Wilder|Harvey Korman|Slim Pickens|Madeline Kahn,Mel Brooks,93,Comedy|Western,Crossbow Productions,2/7/74,334,7.0,1974,11497938.1101369,528462924.677449,44.96153846153872
712,1.23287099999999,Four Weddings and a Funeral,Hugh Grant|Andie MacDowell|James Fleet|Simon Callow|John Hannah,Mike Newell,117,Comedy|Drama|Romance,Channel Four Films|PolyGram Filmed Entertainment|Working Title Films,3/9/94,319,6.5,1994,8826669.36958897,374693338.703871,41.45013866666667
72571,0.760193,Paranormal Activity 3,Katie Featherston|Sprague Grayden|Lauren Bittner|Christopher Nicholas Smith|Chloe Csengery,Henry Joost|Ariel Schulman,83,Horror,Paramount Pictures|Blumhouse Productions|Room 101|Solana Films,10/19/11,406,6.0,2011,4846990.21295736,199408878.522792,40.14076359999992
238,5.738034,The Godfather,Marlon Brando|Al Pacino|James Caan|Richard S. Castellano|Robert Duvall,Francis Ford Coppola,175,Drama|Crime,Paramount Pictures|Alfran Productions,3/15/72,3970,8.3,1972,31287365.5881737,1277913732.38977,39.84440183333327
9638,0.794667,Phantasm,Angus Scrimm|A. Michael Baldwin|Bill Thornbury|Reggie Bannister|Kathy Lester,Don Coscarelli,89,Horror|Science Fiction,New Breed Productions,3/28/79,50,6.1,1979,901366.200750477,36020002.5178162,38.961563333333295
539,2.610362,Psycho,Anthony Perkins|Vera Miles|John Gavin|Janet Leigh|Martin Balsam,Alfred Hitchcock,109,Drama|Horror|Thriller,Shamley Productions,8/14/60,1180,8.0,1960,5949601.34364958,235934958.630279,38.65559119051038
9494,1.274285,Look Who's Talking,John Travolta|Kirstie Alley|Olympia Dukakis|George Segal|Bruce Willis,Amy Heckerling,93,Comedy|Romance,TriStar Pictures|Management Company Entertainment Group (MCEG),10/12/89,278,5.7,1989,13192387.0428244,520659541.956803,38.46666666666667
250546,1.018115,Annabelle,Annabelle Wallis|Alfre Woodard|Eric Ladin|Tony Amendola|Gabriel Bateman,John R. Leonetti,99,Horror,New Line Cinema|The Safran Company|Evergreen Media Group|RatPac-Dune Entertainment,10/2/14,827,5.6,2014,5987091.83001448,235130424.650607,38.27289430769234
215,1.107734,Saw II,Tobin Bell|Shawnee Smith|Donnie Wahlberg|Franky G|Glenn Plummer,Darren Lynn Bousman,92,Horror,Lions Gate Films|Got Films|Twisted Pictures|Evolution Entertainment|Saw 2 Productions,10/28/05,617,6.2,2005,4466253.15861797,170750544.910799,37.23127324999996
38358,0.761889,The Last Exorcism,Ashley Bell|Patrick Fabian|Iris Bahr|Louis Herthum|Caleb Landry Jones,Daniel Stamm,87,Horror|Drama|Thriller,Strike Entertainment|StudioCanal|Arcade Pictures,8/27/10,179,5.4,2010,1800000.0,67738090.0,36.63227222222222
510,3.258151,One Flew Over the Cuckoo's Nest,Jack Nicholson|Louise Fletcher|Danny DeVito|William Redfield|Scatman Crothers,MiloÅ¡ Forman,133,Drama,Fantasy Films|Warner Bros.,11/18/75,1612,8.0,1975,12155463.5161866,441572637.403333,35.327091666666675
29047,0.017708,The Kid Stays in the Picture,Robert Evans|Eddie Albert|Francis Ford Coppola|Catherine Deneuve,Nanette Burstein|Brett Morgen,93,Documentary,Ministry of Propaganda Films|Woodland Pictures LLC|Highway Films,1/18/02,10,7.4,2002,48490.4557448218,1738911.38441948,34.8609
658,3.153791,Goldfinger,Sean Connery|Honor Blackman|Gert FrÃ¶be|Shirley Eaton|Tania Mallet,Guy Hamilton,110,Adventure|Action|Thriller,Eon Productions|Metro-Goldwyn-Mayer (MGM),9/17/64,602,7.0,1964,24605935.9359851,878080399.544157,34.68571428571441
88,1.945847,Dirty Dancing,Jennifer Grey|Patrick Swayze|Jerry Orbach|Cynthia Rhodes|Jack Weston,Emile Ardolino,100,Drama|Music|Romance,Great American Films Limited Partnership|Vestron Pictures,8/21/87,654,6.9,1987,11514482.6283879,410595461.873724,34.65904566666665
18498,0.177006,Ghoulies,Peter Liapis|Lisa Pelikan|Jack Nance|Mariska Hargitay|Michael Des Barres,Luca Bercovici,81,Comedy|Horror|Fantasy,Empire Pictures,11/8/84,22,3.6,1984,2099042.03919415,73466471.3717953,34.00000000000002
37247,2.22723,The Graduate,Anne Bancroft|Dustin Hoffman|Katharine Ross|Murray Hamilton|Buck Henry,Mike Nichols,106,Comedy|Drama|Romance,Embassy Pictures Corporation|Lawrence Turman,12/21/67,426,7.5,1967,19610291.2193613,682419190.892457,33.799034000000084
72213,0.487945,Courageous,Alex Kendrick|Ken Bevel|Ben Davies|Kevin Downes|Rusty Martin,Alex Kendrick,129,Drama,TriStar Pictures|Provident Films|Affirm Films|Sherwood Pictures|Alabama Production Group,9/30/11,51,6.7,2011,969398.042591472,33465773.4633102,33.52222099999999
30315,0.164123,Kingdom of the Spiders,William Shatner|Tiffany Bolling|Woody Strode|Lieux Dressler|David McLean,John 'Bud' Cardos,97,Horror|Science Fiction,Arachnid Productions Ltd.,8/24/77,16,5.7,1977,1798890.51628517,61162277.5536959,33.000000000000064
114,2.212092,Pretty Woman,Julia Roberts|Richard Gere|Ralph Bellamy|Jason Alexander|HÃ©ctor Elizondo,Garry Marshall,119,Romance|Comedy,Touchstone Pictures|Silver Screen Partners IV,3/23/90,963,6.9,1990,23364579.5644041,772700024.16565,32.07142857142858
657,2.508235,From Russia With Love,Sean Connery|Daniela Bianchi|Lotte Lenya|Robert Shaw|Bernard Lee,Terence Young,115,Action|Thriller|Adventure,Eon Productions|Metro-Goldwyn-Mayer (MGM)|Danjaq,10/11/63,458,6.7,1963,17800448.4288968,561773358.994459,30.559505999999995
10246,0.473893,Porky's,Dan Monahan|Mark Herrier|Wyatt Knight|Cyril O'Reilly|Tony Ganios,Bob Clark,94,Comedy,Melvin Simon Productions|Astral Bellevue PathÃ©,11/13/81,75,6.0,1981,9592763.21942726,301520352.246265,30.432064499999967
7326,2.148164,Juno,Ellen Page|Michael Cera|Jennifer Garner|Jason Bateman|Allison Janney,Jason Reitman,96,Comedy|Drama|Romance,Fox Searchlight Pictures|Mandate Pictures,12/5/07,1329,6.9,2007,7887514.36973659,243368292.5498,29.854877866666566
3034,1.049959,Young Frankenstein,Gene Wilder|Peter Boyle|Marty Feldman|Madeline Kahn|Cloris Leachman,Mel Brooks,106,Comedy|Science Fiction,Crossbow Productions|Gruskoff/Venture Films|Jouer Limited,12/15/74,445,7.5,1974,12382394.8878398,381525170.534322,29.811904642857172
621,1.697618,Grease,John Travolta|Olivia Newton-John|Stockard Channing|Jeff Conaway|Didi Conn,Randal Kleiser,110,Music,Paramount Pictures|Robert Stigwood Organization (RSO),7/7/78,786,7.0,1978,20056204.1694842,607749015.323942,29.30229500000008
270654,0.318941,Parts Per Billion,Josh Hartnett|Teresa Palmer|Alexis Bledel|Rosario Dawson|Penn Badgley,Brian Horiuchi,139,Science Fiction,Benaroya Pictures|XYZ Films|PalmStar Entertainment|Miscellaneous Entertainment|Traverse Media,3/25/14,14,4.8,2014,460545.525385729,13816365.7615718,28.99999999999985
153,1.765322,Lost in Translation,Bill Murray|Scarlett Johansson|Anna Faris|Giovanni Ribisi|Akiko Takeshita,Sofia Coppola,102,Drama,American Zoetrope,8/31/03,1135,7.3,2003,4741410.57913011,141914989.353162,28.930963999999896
1891,5.488441,The Empire Strikes Back,Mark Hamill|Harrison Ford|Carrie Fisher|Billy Dee Williams|Anthony Daniels,Irvin Kershner,124,Adventure|Action|Science Fiction,Lucasfilm|Twentieth Century Fox Film Corporation,1/1/80,3954,8.0,1980,47628661.5525832,1424626187.77282,28.91111111111107
158015,2.811403,The Purge,Lena Headey|Ethan Hawke|Max Burkholder|Adelaide Kane|Rhys Wakefield,James DeMonaco,86,Science Fiction|Horror|Thriller,Universal Pictures|Why Not Productions|Platinum Dunes|Blumhouse Productions|20th Century Fox Russia,5/31/13,1522,5.8,2013,2808100.05822127,83614574.2265088,28.776209000000037
9277,0.863155999999999,The Sting,Paul Newman|Robert Redford|Robert Shaw|Charles Durning|Ray Walston,George Roy Hill,129,Comedy|Crime|Drama,Universal Pictures,12/25/73,304,7.7,1973,27011377.6833962,783901253.278813,28.02115036363637
1367,1.049233,Rocky II,Sylvester Stallone|Talia Shire|Burt Young|Carl Weathers|Burgess Meredith,Sylvester Stallone,119,Drama,United Artists,6/15/79,504,6.8,1979,21031878.0175111,601458110.057414,27.597451428571485
82990,0.557661,Paranormal Activity 4,Katie Featherston|Kathryn Newton|Matt Shively|Brady Allen|Sprague Grayden,Henry Joost|Ariel Schulman,95,Horror,Paramount Pictures|Blumhouse Productions|Room 101|Solana Films,10/17/12,352,5.3,2012,4748721.40676122,135640571.17621,27.563598399999886
9885,0.699883,Wolf Creek,John Jarratt|Cassandra Magrath|Kestie Morassi|Nathan Phillips|Andy McPhee,Greg McLean,99,Horror|Thriller,Australian Film Finance Corporation|South Australian Film Corporation|403 Productions|True Crime Channel,1/1/05,126,5.8,2005,1116563.28965449,30998753.5803997,26.762648000000045
45269,1.385499,The King's Speech,Colin Firth|Geoffrey Rush|Helena Bonham Carter|Guy Pearce|Timothy Spall,Tom Hooper,118,Drama|History,The Weinstein Company|UK Film Council|Bedlam Productions|See-Saw Films|Aegis Film Fund,9/6/10,1688,7.4,2010,15000000.0,414211549.0,26.614103266666667
19610,0.155768,A Star Is Born,Barbra Streisand|Kris Kristofferson|Gary Busey|Oliver Clark|Venetta Fields,Frank Pierson,139,Drama|Music|Romance,Barwood Films|Warner Bros.,12/16/76,14,5.7,1976,22990188.1708584,616903382.584702,25.833333333333403
680,8.09375399999999,Pulp Fiction,John Travolta|Samuel L. Jackson|Uma Thurman|Bruce Willis|Ving Rhames,Quentin Tarantino,154,Thriller|Crime,Miramax Films|A Band Apart|Jersey Films,10/14/94,5343,8.1,1994,11768892.4927853,314713075.136581,25.74109524999995
288158,0.590256999999999,The Woman in Black 2: Angel of Death,Helen McCrory|Jeremy Irvine|Phoebe Fox|Ned Dennehy|Adrian Rawlins,Tom Harper,90,Thriller|Horror|Drama,Vertigo Entertainment|Hammer Film Productions|Alliance Films|Talisman Productions|Exclusive Media Group,12/30/14,270,4.9,2014,921091.050771459,24410131.4489038,25.50132299999996
771,0.142486,Home Alone,Macaulay Culkin|Joe Pesci|Daniel Stern|John Heard|Catherine O'Hara,Chris Columbus,103,Comedy|Family,Twentieth Century Fox Film Corporation|Hughes Entertainment,11/9/90,1393,7.0,1990,30040173.7256624,795538358.29783,25.482481944444483
968,0.277357,Dog Day Afternoon,Al Pacino|John Cazale|Charles Durning|Chris Sarandon|James Broderick,Sidney Lumet,125,Crime|Drama|Thriller,Artists Entertainment Complex|Warner Bros.,8/11/75,312,7.2,1975,7293278.10971197,189081703.353206,24.92547555555554
82507,1.3743,Sinister,Ethan Hawke|Vincent D'Onofrio|James Ransone|Fred Dalton Thompson|Clare Foley,Scott Derrickson,110,Horror|Thriller|Mystery,Alliance Films|Blumhouse Productions|IM Global|Automatik Entertainment|Possessed Pictures,3/29/12,914,6.7,2012,2849232.84405673,73806944.5301852,24.904146333333383
308639,1.40805,Dope,Shameik Moore|Kiersey Clemons|Tony Revolori|ZoÃ« Kravitz|Chanel Iman,Rick Famuyiwa,103,Crime|Drama|Comedy,Forest Whitaker's Significant Productions|Revolt Films|IamOTHER Entertainment,6/19/15,448,7.3,2015,643999.716640124,16547831.2389542,24.69540142857137
84355,0.524527,Your Sister's Sister,Mark Duplass|Emily Blunt|Rosemarie DeWitt|Mike Birbiglia|Kate Bayley,Lynn Shelton,90,Drama|Comedy,Ada Films,9/11/11,96,6.3,2011,121174.755323934,3102073.73629271,24.599999999999998
222935,2.293859,The Fault in Our Stars,Shailene Woodley|Ansel Elgort|Nat Wolff|Laura Dern|Sam Trammell,Josh Boone,125,Romance|Drama,Fox 2000 Pictures|Temple Hill Entertainment|TSG Entertainment,5/16/14,2389,7.8,2014,11053092.6092575,281072099.32309,24.429272083333355
44214,5.29318,Black Swan,Natalie Portman|Mila Kunis|Vincent Cassel|Barbara Hershey|Winona Ryder,Darren Aronofsky,108,Drama|Mystery|Thriller,Fox Searchlight Pictures|Dune Entertainment|Protozoa Pictures|Cross Creek Pictures,12/2/10,2597,7.1,2010,13000000.0,327803731.0,24.215671615384615
12405,1.929591,Slumdog Millionaire,Dev Patel|Freida Pinto|Anil Kapoor|Mia Drake Inderbitzin|Saurabh Shukla,Danny Boyle|Loveleen Tandan,120,Drama|Romance,Celador Films|Warner Bros.|Film4,5/12/08,1547,7.5,2008,15191799.5071375,382742747.738751,24.19403626666667
40229,0.089401,The House on Sorority Row,Kate McNeil|Eileen Davidson|Janis Ward|Robin Meloy|Harley Jane Kozak,Mark Rosman,91,Horror|Mystery|Thriller,VAE Productions,1/21/83,11,5.5,1983,930457.599047211,23217623.0858571,23.95290823529407
12498,0.455716,Sling Blade,Billy Bob Thornton|Dwight Yoakam|J. T. Walsh|John Ritter|Lucas Black,Billy Bob Thornton,135,Drama,Miramax Films,8/30/96,87,6.9,1996,1390216.73896025,34026133.0162156,23.475416000000052
138843,3.472358,The Conjuring,Patrick Wilson|Vera Farmiga|Ron Livingston|Lili Taylor|Joey King,James Wan,112,Horror|Thriller,New Line Cinema|The Safran Company|Evergreen Media Group,7/18/13,1910,7.4,2013,12168433.5856255,297658738.152157,23.46154930769229
